customer_id,customer_name,customer_email,activity_status,grain_type,storage_start_date,storage_end_date,total_bags,total_weight_kg,storage_duration_days,monthly_rent_per_bag,total_rent_paid,sold_status,sale_price_per_kg,total_sale_amount,sale_date,profit_loss
982,Customer_982,customer982@mail.com,sold,Rice,2024-03-21,2024-06-01,126,3150,72,59,17841.6,partial,45,0,2024-06-01,-17841.6
621,Customer_621,customer621@mail.com,storing,Millet,2023-12-05,2024-05-17,128,3200,164,40,27989.33,yes,41,0,2024-05-17,-27989.33
662,Customer_662,customer662@mail.com,stored,Barley,2023-08-11,2024-02-06,46,1150,179,32,8782.93,yes,49,0,2024-02-06,-8782.93
1694,Customer_1694,customer1694@mail.com,storing,Rice,2024-06-11,2024-08-07,183,9150,57,42,14603.4,yes,39,356850,2024-08-07,342246.6
1574,Customer_1574,customer1574@mail.com,storing,Barley,2023-02-19,2023-08-07,99,2475,169,31,17288.7,no,39,0,2023-08-07,-17288.7
1724,Customer_1724,customer1724@mail.com,stored,Wheat,2023-03-14,2023-04-01,192,9600,18,57,6566.4,yes,27,259200,2023-04-01,252633.6
985,Customer_985,customer985@mail.com,sold,Rice,2023-07-26,2023-10-15,130,3250,81,60,21060.0,partial,41,133250,2023-10-15,112190.0
264,Customer_264,customer264@mail.com,stored,Sorghum,2023-06-02,2023-08-12,163,8150,71,30,11573.0,no,46,374900,2023-08-12,363327.0
1526,Customer_1526,customer1526@mail.com,stored,Maize,2024-01-01,2024-03-16,116,2900,75,45,13050.0,partial,47,136300,2024-03-16,123250.0
502,Customer_502,customer502@mail.com,storing,Maize,2023-08-01,2023-12-14,17,850,135,56,4284.0,no,43,36550,2023-12-14,32266.0
1816,Customer_1816,customer1816@mail.com,storing,Barley,2024-06-18,2024-07-13,122,3050,25,27,2745.0,yes,34,103700,2024-07-13,100955.0
34,Customer_34,customer34@mail.com,storing,Millet,2023-07-13,2023-12-18,108,2700,158,42,23889.6,no,41,0,2023-12-18,-23889.6
302,Customer_302,customer302@mail.com,sold,Millet,2023-11-22,2024-01-11,158,7900,50,59,15536.67,no,42,331800,2024-01-11,316263.33
1925,Customer_1925,customer1925@mail.com,sold,Barley,2023-09-17,2023-10-08,190,9500,21,36,4788.0,yes,39,0,2023-10-08,-4788.0
1496,Customer_1496,customer1496@mail.com,sold,Wheat,2023-05-01,2023-06-27,175,4375,57,35,11637.5,yes,54,236250,2023-06-27,224612.5
1842,Customer_1842,customer1842@mail.com,stored,Rice,2024-01-10,2024-05-26,114,2850,137,32,16659.2,partial,44,125400,2024-05-26,108740.8
1904,Customer_1904,customer1904@mail.com,sold,Maize,2023-03-05,2023-03-19,193,4825,14,37,3332.47,yes,42,202650,2023-03-19,199317.53
1956,Customer_1956,customer1956@mail.com,sold,Wheat,2023-07-02,2023-12-12,135,3375,163,29,21271.5,no,29,0,2023-12-12,-21271.5
1090,Customer_1090,customer1090@mail.com,sold,Millet,2024-07-20,2025-01-09,135,3375,173,30,23355.0,no,38,0,2025-01-09,-23355.0
1382,Customer_1382,customer1382@mail.com,sold,Wheat,2024-05-21,2024-09-29,141,7050,131,35,21549.5,no,46,324300,2024-09-29,302750.5
1646,Customer_1646,customer1646@mail.com,sold,Wheat,2023-02-14,2023-04-23,123,3075,68,53,14776.4,partial,48,0,2023-04-23,-14776.4
1863,Customer_1863,customer1863@mail.com,stored,Wheat,2023-09-07,2024-02-22,197,4925,168,54,59572.8,no,36,177300,2024-02-22,117727.2
1495,Customer_1495,customer1495@mail.com,storing,Maize,2024-07-15,2024-11-06,54,1350,114,48,9849.6,no,50,0,2024-11-06,-9849.6
1352,Customer_1352,customer1352@mail.com,sold,Rice,2023-01-03,2023-03-17,200,5000,73,44,21413.33,partial,26,0,2023-03-17,-21413.33
382,Customer_382,customer382@mail.com,sold,Rice,2024-04-02,2024-05-10,172,8600,38,54,11764.8,yes,49,0,2024-05-10,-11764.8
1291,Customer_1291,customer1291@mail.com,stored,Rice,2023-11-08,2023-12-07,61,3050,29,34,2004.87,partial,40,122000,2023-12-07,119995.13
604,Customer_604,customer604@mail.com,sold,Maize,2023-03-15,2023-08-22,193,9650,160,49,50437.33,partial,37,0,2023-08-22,-50437.33
806,Customer_806,customer806@mail.com,storing,Wheat,2023-01-28,2023-05-10,117,5850,102,27,10740.6,partial,27,157950,2023-05-10,147209.4
760,Customer_760,customer760@mail.com,stored,Maize,2024-06-18,2024-07-15,156,7800,27,24,3369.6,yes,48,374400,2024-07-15,371030.4
1083,Customer_1083,customer1083@mail.com,sold,Millet,2023-02-22,2023-07-03,115,5750,131,20,10043.33,partial,46,264500,2023-07-03,254456.67
288,Customer_288,customer288@mail.com,storing,Millet,2024-05-19,2024-06-13,91,2275,25,54,4095.0,partial,38,0,2024-06-13,-4095.0
1501,Customer_1501,customer1501@mail.com,sold,Maize,2023-08-15,2023-10-29,124,3100,75,24,7440.0,yes,39,120900,2023-10-29,113460.0
1621,Customer_1621,customer1621@mail.com,sold,Rice,2023-06-25,2023-09-28,50,2500,95,53,8391.67,yes,46,0,2023-09-28,-8391.67
225,Customer_225,customer225@mail.com,storing,Sorghum,2023-07-14,2023-08-03,85,2125,20,51,2890.0,yes,28,0,2023-08-03,-2890.0
302,Customer_302,customer302@mail.com,stored,Wheat,2023-12-20,2024-01-15,94,4700,26,60,4888.0,no,27,126900,2024-01-15,122012.0
114,Customer_114,customer114@mail.com,storing,Rice,2023-11-09,2023-12-02,30,1500,23,58,1334.0,partial,46,0,2023-12-02,-1334.0
287,Customer_287,customer287@mail.com,sold,Sorghum,2023-03-20,2023-06-30,129,3225,102,46,20175.6,yes,31,99975,2023-06-30,79799.4
1160,Customer_1160,customer1160@mail.com,storing,Millet,2023-12-10,2024-03-16,194,4850,97,46,28854.27,partial,29,140650,2024-03-16,111795.73
1269,Customer_1269,customer1269@mail.com,stored,Maize,2023-05-23,2023-09-17,158,7900,117,52,32042.4,partial,36,284400,2023-09-17,252357.6
1978,Customer_1978,customer1978@mail.com,storing,Sorghum,2023-01-24,2023-03-03,168,4200,38,37,7873.6,no,35,147000,2023-03-03,139126.4
1849,Customer_1849,customer1849@mail.com,sold,Millet,2023-01-05,2023-04-15,137,6850,100,43,19636.67,no,41,280850,2023-04-15,261213.33
304,Customer_304,customer304@mail.com,sold,Maize,2023-11-02,2023-12-22,156,3900,50,46,11960.0,no,29,0,2023-12-22,-11960.0
1699,Customer_1699,customer1699@mail.com,sold,Rice,2023-04-29,2023-10-19,85,4250,173,46,22547.67,partial,47,0,2023-10-19,-22547.67
954,Customer_954,customer954@mail.com,stored,Wheat,2024-01-11,2024-06-20,86,2150,161,56,25845.87,no,26,55900,2024-06-20,30054.13
337,Customer_337,customer337@mail.com,stored,Rice,2024-06-16,2024-08-21,169,4225,66,27,10038.6,yes,27,0,2024-08-21,-10038.6
463,Customer_463,customer463@mail.com,storing,Wheat,2023-06-25,2023-10-14,62,1550,111,25,5735.0,no,50,77500,2023-10-14,71765.0
769,Customer_769,customer769@mail.com,sold,Barley,2023-03-29,2023-07-19,38,950,112,44,6242.13,no,29,0,2023-07-19,-6242.13
1955,Customer_1955,customer1955@mail.com,storing,Rice,2023-06-01,2023-08-30,183,4575,90,23,12627.0,yes,39,0,2023-08-30,-12627.0
1011,Customer_1011,customer1011@mail.com,sold,Maize,2023-09-18,2023-12-01,129,6450,74,51,16228.2,partial,47,303150,2023-12-01,286921.8
685,Customer_685,customer685@mail.com,sold,Maize,2023-09-12,2023-10-11,28,1400,29,43,1163.87,partial,30,42000,2023-10-11,40836.13
546,Customer_546,customer546@mail.com,sold,Wheat,2023-04-10,2023-05-29,132,6600,49,20,4312.0,yes,44,290400,2023-05-29,286088.0
574,Customer_574,customer574@mail.com,sold,Wheat,2023-02-23,2023-03-25,190,9500,30,22,4180.0,yes,47,446500,2023-03-25,442320.0
941,Customer_941,customer941@mail.com,sold,Rice,2024-03-21,2024-06-30,57,1425,101,35,6716.5,yes,52,0,2024-06-30,-6716.5
1980,Customer_1980,customer1980@mail.com,stored,Rice,2023-05-08,2023-10-13,23,1150,158,28,3391.73,no,34,39100,2023-10-13,35708.27
338,Customer_338,customer338@mail.com,stored,Maize,2023-11-01,2024-04-17,137,3425,168,60,46032.0,partial,53,0,2024-04-17,-46032.0
1861,Customer_1861,customer1861@mail.com,sold,Maize,2023-04-06,2023-06-13,17,850,68,23,886.27,yes,30,25500,2023-06-13,24613.73
1461,Customer_1461,customer1461@mail.com,storing,Sorghum,2023-06-24,2023-08-09,63,3150,46,51,4926.6,partial,45,141750,2023-08-09,136823.4
17,Customer_17,customer17@mail.com,stored,Rice,2024-02-21,2024-07-12,14,350,142,45,2982.0,yes,43,0,2024-07-12,-2982.0
1724,Customer_1724,customer1724@mail.com,sold,Maize,2024-02-12,2024-06-25,125,6250,134,50,27916.67,partial,31,0,2024-06-25,-27916.67
638,Customer_638,customer638@mail.com,stored,Sorghum,2023-11-13,2023-12-21,145,7250,38,50,9183.33,no,30,0,2023-12-21,-9183.33
1411,Customer_1411,customer1411@mail.com,storing,Wheat,2023-10-26,2024-04-14,16,400,171,25,2280.0,no,34,13600,2024-04-14,11320.0
1652,Customer_1652,customer1652@mail.com,storing,Sorghum,2024-08-06,2025-01-18,80,4000,165,26,11440.0,partial,36,0,2025-01-18,-11440.0
1176,Customer_1176,customer1176@mail.com,storing,Sorghum,2023-01-14,2023-01-28,200,10000,14,57,5320.0,partial,28,280000,2023-01-28,274680.0
1864,Customer_1864,customer1864@mail.com,stored,Wheat,2023-04-19,2023-10-06,159,3975,170,23,20723.0,no,43,170925,2023-10-06,150202.0
162,Customer_162,customer162@mail.com,storing,Maize,2023-02-10,2023-07-07,44,1100,147,35,7546.0,yes,49,53900,2023-07-07,46354.0
1906,Customer_1906,customer1906@mail.com,storing,Rice,2023-11-13,2024-05-09,121,3025,178,24,17230.4,partial,36,0,2024-05-09,-17230.4
1621,Customer_1621,customer1621@mail.com,storing,Rice,2024-06-14,2024-07-19,103,2575,35,35,4205.83,no,46,118450,2024-07-19,114244.17
1130,Customer_1130,customer1130@mail.com,stored,Barley,2023-07-14,2023-09-26,80,2000,74,22,4341.33,yes,29,58000,2023-09-26,53658.67
1378,Customer_1378,customer1378@mail.com,storing,Barley,2024-06-27,2024-10-22,198,4950,117,23,17760.6,partial,41,0,2024-10-22,-17760.6
1347,Customer_1347,customer1347@mail.com,sold,Maize,2023-03-04,2023-04-10,158,3950,37,44,8574.13,yes,39,154050,2023-04-10,145475.87
1630,Customer_1630,customer1630@mail.com,storing,Maize,2023-05-22,2023-11-02,94,2350,164,22,11305.07,partial,27,63450,2023-11-02,52144.93
769,Customer_769,customer769@mail.com,storing,Maize,2023-04-12,2023-10-06,68,1700,177,51,20461.2,no,43,0,2023-10-06,-20461.2
529,Customer_529,customer529@mail.com,storing,Millet,2023-10-25,2024-03-29,40,2000,156,31,6448.0,partial,53,106000,2024-03-29,99552.0
382,Customer_382,customer382@mail.com,storing,Millet,2024-06-25,2024-11-28,148,7400,156,56,43097.6,no,43,0,2024-11-28,-43097.6
521,Customer_521,customer521@mail.com,storing,Millet,2024-06-25,2024-11-26,39,975,154,41,8208.2,yes,47,0,2024-11-26,-8208.2
1355,Customer_1355,customer1355@mail.com,storing,Barley,2023-01-04,2023-06-21,47,1175,168,27,7106.4,yes,42,49350,2023-06-21,42243.6
913,Customer_913,customer913@mail.com,storing,Maize,2024-05-31,2024-10-27,197,4925,149,53,51856.97,yes,36,177300,2024-10-27,125443.03
1838,Customer_1838,customer1838@mail.com,storing,Maize,2024-03-20,2024-06-15,200,5000,87,45,26100.0,yes,27,135000,2024-06-15,108900.0
603,Customer_603,customer603@mail.com,sold,Rice,2023-07-19,2023-12-10,31,1550,144,41,6100.8,no,48,74400,2023-12-10,68299.2
1898,Customer_1898,customer1898@mail.com,storing,Millet,2024-06-09,2024-08-06,179,4475,58,27,9343.8,yes,42,0,2024-08-06,-9343.8
702,Customer_702,customer702@mail.com,stored,Sorghum,2024-02-24,2024-08-18,161,4025,176,44,41559.47,yes,33,0,2024-08-18,-41559.47
919,Customer_919,customer919@mail.com,storing,Sorghum,2023-01-20,2023-02-01,111,2775,12,42,1864.8,yes,44,0,2023-02-01,-1864.8
1909,Customer_1909,customer1909@mail.com,stored,Rice,2023-12-21,2024-03-05,30,1500,75,49,3675.0,no,47,0,2024-03-05,-3675.0
452,Customer_452,customer452@mail.com,storing,Rice,2024-04-27,2024-09-09,128,6400,135,60,34560.0,no,39,249600,2024-09-09,215040.0
1554,Customer_1554,customer1554@mail.com,stored,Rice,2023-03-14,2023-05-24,149,7450,71,52,18336.93,partial,46,342700,2023-05-24,324363.07
202,Customer_202,customer202@mail.com,stored,Wheat,2024-05-19,2024-10-28,178,4450,162,30,28836.0,no,54,240300,2024-10-28,211464.0
1767,Customer_1767,customer1767@mail.com,sold,Maize,2023-02-06,2023-04-22,180,9000,75,37,16650.0,no,45,0,2023-04-22,-16650.0
512,Customer_512,customer512@mail.com,storing,Barley,2023-07-29,2023-10-04,177,4425,67,40,15812.0,yes,33,146025,2023-10-04,130213.0
162,Customer_162,customer162@mail.com,stored,Barley,2023-07-24,2024-01-14,179,8950,174,31,32184.2,yes,51,456450,2024-01-14,424265.8
1263,Customer_1263,customer1263@mail.com,stored,Sorghum,2024-05-25,2024-10-03,141,3525,131,46,28322.2,yes,32,0,2024-10-03,-28322.2
1163,Customer_1163,customer1163@mail.com,storing,Millet,2023-11-04,2023-11-23,10,500,19,35,221.67,yes,26,0,2023-11-23,-221.67
1232,Customer_1232,customer1232@mail.com,stored,Maize,2024-04-21,2024-05-03,131,6550,12,56,2934.4,no,45,0,2024-05-03,-2934.4
1975,Customer_1975,customer1975@mail.com,storing,Millet,2024-06-18,2024-11-02,164,4100,137,33,24714.8,yes,54,0,2024-11-02,-24714.8
1129,Customer_1129,customer1129@mail.com,stored,Millet,2024-02-28,2024-07-29,151,7550,152,27,20656.8,yes,39,294450,2024-07-29,273793.2
1164,Customer_1164,customer1164@mail.com,sold,Wheat,2024-07-07,2024-09-26,139,6950,81,50,18765.0,yes,53,0,2024-09-26,-18765.0
1628,Customer_1628,customer1628@mail.com,storing,Sorghum,2023-10-12,2024-03-12,30,1500,152,36,5472.0,no,44,0,2024-03-12,-5472.0
1230,Customer_1230,customer1230@mail.com,sold,Maize,2023-10-17,2023-12-19,121,6050,63,27,6860.7,yes,25,0,2023-12-19,-6860.7
644,Customer_644,customer644@mail.com,sold,Wheat,2023-08-18,2023-12-02,34,850,106,34,4084.53,partial,48,0,2023-12-02,-4084.53
1671,Customer_1671,customer1671@mail.com,stored,Millet,2024-07-29,2024-09-05,165,4125,38,35,7315.0,partial,27,0,2024-09-05,-7315.0
834,Customer_834,customer834@mail.com,storing,Millet,2024-01-23,2024-02-03,82,2050,11,28,841.87,yes,40,0,2024-02-03,-841.87
902,Customer_902,customer902@mail.com,storing,Millet,2023-06-11,2023-08-14,170,8500,64,33,11968.0,no,47,0,2023-08-14,-11968.0
1966,Customer_1966,customer1966@mail.com,storing,Sorghum,2023-10-28,2024-01-29,65,3250,93,60,12090.0,yes,47,0,2024-01-29,-12090.0
941,Customer_941,customer941@mail.com,stored,Barley,2024-05-31,2024-10-28,61,3050,150,28,8540.0,yes,48,146400,2024-10-28,137860.0
615,Customer_615,customer615@mail.com,storing,Wheat,2024-01-01,2024-05-08,117,2925,128,28,13977.6,no,45,0,2024-05-08,-13977.6
468,Customer_468,customer468@mail.com,sold,Barley,2023-03-27,2023-07-21,103,5150,116,55,21904.67,partial,47,242050,2023-07-21,220145.33
498,Customer_498,customer498@mail.com,stored,Maize,2024-07-12,2024-11-02,41,1025,113,20,3088.67,yes,26,26650,2024-11-02,23561.33
1243,Customer_1243,customer1243@mail.com,storing,Sorghum,2024-06-15,2024-08-01,86,2150,47,23,3098.87,yes,27,0,2024-08-01,-3098.87
335,Customer_335,customer335@mail.com,storing,Sorghum,2024-02-06,2024-05-06,144,7200,90,30,12960.0,yes,52,374400,2024-05-06,361440.0
899,Customer_899,customer899@mail.com,storing,Wheat,2024-08-21,2024-12-29,140,3500,130,41,24873.33,no,43,0,2024-12-29,-24873.33
850,Customer_850,customer850@mail.com,stored,Sorghum,2023-04-21,2023-05-07,90,2250,16,38,1824.0,no,30,67500,2023-05-07,65676.0
280,Customer_280,customer280@mail.com,stored,Rice,2023-01-14,2023-05-02,191,9550,108,54,37130.4,yes,55,0,2023-05-02,-37130.4
673,Customer_673,customer673@mail.com,stored,Millet,2023-09-26,2023-11-03,33,1650,38,47,1964.6,partial,43,0,2023-11-03,-1964.6
317,Customer_317,customer317@mail.com,stored,Millet,2024-08-18,2024-09-19,90,4500,32,23,2208.0,no,40,180000,2024-09-19,177792.0
578,Customer_578,customer578@mail.com,sold,Barley,2024-04-10,2024-06-29,22,1100,80,30,1760.0,partial,28,0,2024-06-29,-1760.0
934,Customer_934,customer934@mail.com,stored,Barley,2023-12-12,2023-12-23,115,2875,11,39,1644.5,partial,50,0,2023-12-23,-1644.5
466,Customer_466,customer466@mail.com,stored,Sorghum,2023-05-17,2023-07-23,113,5650,67,41,10347.03,yes,34,192100,2023-07-23,181752.97
1286,Customer_1286,customer1286@mail.com,sold,Barley,2023-10-09,2024-01-11,80,2000,94,23,5765.33,yes,55,110000,2024-01-11,104234.67
1228,Customer_1228,customer1228@mail.com,sold,Maize,2024-01-25,2024-06-27,176,8800,154,29,26200.53,yes,53,0,2024-06-27,-26200.53
573,Customer_573,customer573@mail.com,storing,Millet,2023-08-23,2024-01-24,113,5650,154,34,19722.27,partial,37,0,2024-01-24,-19722.27
1952,Customer_1952,customer1952@mail.com,storing,Sorghum,2023-08-16,2023-11-19,177,8850,95,57,31948.5,no,54,0,2023-11-19,-31948.5
173,Customer_173,customer173@mail.com,storing,Millet,2023-12-30,2024-06-11,107,5350,164,52,30416.53,yes,55,0,2024-06-11,-30416.53
1275,Customer_1275,customer1275@mail.com,storing,Rice,2024-01-21,2024-05-29,110,2750,129,40,18920.0,no,49,134750,2024-05-29,115830.0
1650,Customer_1650,customer1650@mail.com,stored,Barley,2023-05-10,2023-10-09,179,8950,152,29,26301.07,partial,40,0,2023-10-09,-26301.07
770,Customer_770,customer770@mail.com,sold,Barley,2024-04-24,2024-07-09,192,4800,76,45,21888.0,partial,49,235200,2024-07-09,213312.0
1825,Customer_1825,customer1825@mail.com,stored,Wheat,2024-03-02,2024-06-17,37,1850,107,41,5410.63,no,52,96200,2024-06-17,90789.37
1948,Customer_1948,customer1948@mail.com,sold,Wheat,2023-05-02,2023-05-31,91,4550,29,47,4134.43,partial,43,195650,2023-05-31,191515.57
1429,Customer_1429,customer1429@mail.com,stored,Barley,2023-08-12,2023-12-17,117,2925,127,27,13373.1,partial,48,140400,2023-12-17,127026.9
1628,Customer_1628,customer1628@mail.com,storing,Millet,2023-12-20,2024-02-14,115,5750,56,26,5581.33,partial,25,143750,2024-02-14,138168.67
1826,Customer_1826,customer1826@mail.com,storing,Wheat,2024-01-15,2024-04-24,82,4100,100,44,12026.67,partial,50,205000,2024-04-24,192973.33
80,Customer_80,customer80@mail.com,sold,Millet,2023-09-08,2023-09-30,149,3725,22,25,2731.67,no,33,122925,2023-09-30,120193.33
676,Customer_676,customer676@mail.com,stored,Rice,2023-04-27,2023-06-29,126,6300,63,58,15346.8,no,30,0,2023-06-29,-15346.8
156,Customer_156,customer156@mail.com,storing,Maize,2024-06-24,2024-10-11,84,4200,109,44,13428.8,yes,47,0,2024-10-11,-13428.8
1733,Customer_1733,customer1733@mail.com,storing,Barley,2023-02-03,2023-05-03,176,4400,89,27,14097.6,no,51,224400,2023-05-03,210302.4
1867,Customer_1867,customer1867@mail.com,stored,Barley,2024-03-18,2024-07-14,78,1950,118,52,15953.6,yes,51,0,2024-07-14,-15953.6
157,Customer_157,customer157@mail.com,stored,Rice,2023-05-27,2023-07-30,90,4500,64,46,8832.0,no,28,0,2023-07-30,-8832.0
608,Customer_608,customer608@mail.com,storing,Barley,2023-03-14,2023-05-22,69,3450,69,22,3491.4,no,29,100050,2023-05-22,96558.6
611,Customer_611,customer611@mail.com,storing,Barley,2024-04-14,2024-08-20,99,4950,128,53,22387.2,yes,25,123750,2024-08-20,101362.8
1114,Customer_1114,customer1114@mail.com,stored,Barley,2023-11-28,2024-02-13,159,7950,77,30,12243.0,yes,44,349800,2024-02-13,337557.0
875,Customer_875,customer875@mail.com,storing,Rice,2023-11-27,2024-01-31,10,500,65,59,1278.33,partial,25,0,2024-01-31,-1278.33
327,Customer_327,customer327@mail.com,storing,Millet,2023-10-20,2023-11-09,151,3775,20,40,4026.67,partial,49,0,2023-11-09,-4026.67
375,Customer_375,customer375@mail.com,storing,Maize,2023-09-11,2024-01-15,181,4525,126,38,28887.6,no,44,0,2024-01-15,-28887.6
1349,Customer_1349,customer1349@mail.com,sold,Maize,2024-08-11,2024-12-03,162,4050,114,31,19083.6,yes,52,0,2024-12-03,-19083.6
1437,Customer_1437,customer1437@mail.com,storing,Wheat,2024-03-19,2024-08-14,173,4325,148,33,28164.4,partial,48,0,2024-08-14,-28164.4
1274,Customer_1274,customer1274@mail.com,storing,Barley,2023-03-04,2023-03-30,90,2250,26,30,2340.0,partial,27,0,2023-03-30,-2340.0
600,Customer_600,customer600@mail.com,stored,Wheat,2024-01-01,2024-05-18,134,6700,138,24,14793.6,partial,48,321600,2024-05-18,306806.4
1758,Customer_1758,customer1758@mail.com,sold,Maize,2024-04-28,2024-07-10,114,5700,73,57,15811.8,partial,47,267900,2024-07-10,252088.2
1257,Customer_1257,customer1257@mail.com,storing,Millet,2023-09-26,2023-12-06,77,3850,71,53,9658.37,yes,30,115500,2023-12-06,105841.63
473,Customer_473,customer473@mail.com,stored,Millet,2023-06-04,2023-10-18,162,8100,136,37,27172.8,yes,55,445500,2023-10-18,418327.2
1494,Customer_1494,customer1494@mail.com,stored,Sorghum,2023-11-11,2023-11-26,34,850,15,51,867.0,yes,48,40800,2023-11-26,39933.0
525,Customer_525,customer525@mail.com,stored,Sorghum,2024-02-16,2024-06-26,34,850,131,30,4454.0,yes,46,0,2024-06-26,-4454.0
1088,Customer_1088,customer1088@mail.com,stored,Barley,2023-07-25,2023-09-27,13,650,64,42,1164.8,yes,36,0,2023-09-27,-1164.8
387,Customer_387,customer387@mail.com,stored,Rice,2024-05-11,2024-07-14,197,9850,64,21,8825.6,no,35,0,2024-07-14,-8825.6
1643,Customer_1643,customer1643@mail.com,sold,Sorghum,2024-07-27,2024-10-26,112,2800,91,28,9512.53,partial,55,0,2024-10-26,-9512.53
1823,Customer_1823,customer1823@mail.com,sold,Millet,2023-07-07,2023-10-07,139,3475,92,55,23444.67,no,25,0,2023-10-07,-23444.67
1185,Customer_1185,customer1185@mail.com,stored,Sorghum,2023-05-20,2023-08-07,163,4075,79,30,12877.0,no,47,191525,2023-08-07,178648.0
1130,Customer_1130,customer1130@mail.com,storing,Sorghum,2023-06-19,2023-08-03,145,7250,45,38,8265.0,no,54,391500,2023-08-03,383235.0
358,Customer_358,customer358@mail.com,storing,Rice,2024-07-31,2024-08-23,61,3050,23,28,1309.47,yes,46,0,2024-08-23,-1309.47
737,Customer_737,customer737@mail.com,stored,Rice,2024-06-18,2024-07-14,64,1600,26,56,3106.13,partial,38,60800,2024-07-14,57693.87
1685,Customer_1685,customer1685@mail.com,stored,Barley,2023-02-08,2023-06-15,166,8300,127,55,38650.33,no,48,398400,2023-06-15,359749.67
1475,Customer_1475,customer1475@mail.com,storing,Rice,2023-03-31,2023-04-25,191,9550,25,21,3342.5,yes,42,401100,2023-04-25,397757.5
602,Customer_602,customer602@mail.com,storing,Rice,2024-06-13,2024-07-27,125,6250,44,29,5316.67,no,44,0,2024-07-27,-5316.67
1054,Customer_1054,customer1054@mail.com,storing,Rice,2024-04-29,2024-08-02,105,5250,95,32,10640.0,partial,30,157500,2024-08-02,146860.0
1795,Customer_1795,customer1795@mail.com,stored,Wheat,2023-07-18,2023-08-04,101,5050,17,26,1488.07,partial,39,196950,2023-08-04,195461.93
10,Customer_10,customer10@mail.com,stored,Millet,2024-07-24,2024-10-18,132,6600,86,46,17406.4,partial,35,231000,2024-10-18,213593.6
635,Customer_635,customer635@mail.com,stored,Millet,2024-08-11,2024-11-04,12,300,85,21,714.0,yes,28,8400,2024-11-04,7686.0
1501,Customer_1501,customer1501@mail.com,sold,Maize,2024-03-31,2024-07-21,21,525,112,37,2900.8,yes,31,0,2024-07-21,-2900.8
1122,Customer_1122,customer1122@mail.com,stored,Sorghum,2023-08-12,2023-10-27,104,5200,76,50,13173.33,partial,38,197600,2023-10-27,184426.67
1042,Customer_1042,customer1042@mail.com,storing,Wheat,2024-02-26,2024-03-09,97,2425,12,53,2056.4,no,53,0,2024-03-09,-2056.4
1191,Customer_1191,customer1191@mail.com,sold,Barley,2024-04-29,2024-09-25,149,7450,149,57,42181.9,partial,28,0,2024-09-25,-42181.9
1405,Customer_1405,customer1405@mail.com,stored,Millet,2023-01-27,2023-04-03,94,2350,66,53,10960.4,yes,35,82250,2023-04-03,71289.6
182,Customer_182,customer182@mail.com,sold,Sorghum,2023-03-10,2023-03-22,191,4775,12,28,2139.2,yes,54,0,2023-03-22,-2139.2
1417,Customer_1417,customer1417@mail.com,sold,Barley,2024-06-05,2024-06-21,44,2200,16,22,516.27,no,40,88000,2024-06-21,87483.73
1411,Customer_1411,customer1411@mail.com,sold,Wheat,2023-10-15,2024-01-05,17,850,82,22,1022.27,yes,34,0,2024-01-05,-1022.27
97,Customer_97,customer97@mail.com,sold,Wheat,2024-03-04,2024-06-21,73,3650,109,32,8487.47,yes,52,189800,2024-06-21,181312.53
1030,Customer_1030,customer1030@mail.com,sold,Sorghum,2023-04-08,2023-10-02,33,825,177,60,11682.0,partial,52,42900,2023-10-02,31218.0
976,Customer_976,customer976@mail.com,sold,Millet,2023-04-25,2023-08-16,19,950,113,41,2934.23,no,35,33250,2023-08-16,30315.77
194,Customer_194,customer194@mail.com,stored,Sorghum,2023-03-17,2023-07-29,147,7350,134,31,20354.6,yes,40,294000,2023-07-29,273645.4
246,Customer_246,customer246@mail.com,storing,Rice,2023-07-02,2023-10-02,183,9150,92,24,13468.8,yes,25,228750,2023-10-02,215281.2
324,Customer_324,customer324@mail.com,sold,Millet,2023-11-23,2024-05-07,90,4500,166,51,25398.0,partial,34,153000,2024-05-07,127602.0
1083,Customer_1083,customer1083@mail.com,sold,Rice,2023-12-20,2024-03-27,89,4450,98,23,6686.87,yes,54,240300,2024-03-27,233613.13
1853,Customer_1853,customer1853@mail.com,sold,Maize,2023-12-19,2024-05-07,170,8500,140,45,35700.0,yes,50,0,2024-05-07,-35700.0
19,Customer_19,customer19@mail.com,stored,Sorghum,2023-07-23,2023-09-14,13,650,53,43,987.57,no,25,0,2023-09-14,-987.57
650,Customer_650,customer650@mail.com,storing,Barley,2023-03-04,2023-03-17,24,600,13,30,312.0,partial,26,15600,2023-03-17,15288.0
1670,Customer_1670,customer1670@mail.com,stored,Barley,2024-01-12,2024-03-12,190,4750,60,34,12920.0,partial,35,166250,2024-03-12,153330.0
987,Customer_987,customer987@mail.com,stored,Barley,2024-06-09,2024-07-03,147,3675,24,48,5644.8,yes,36,132300,2024-07-03,126655.2
1789,Customer_1789,customer1789@mail.com,stored,Wheat,2023-06-03,2023-08-24,124,6200,82,31,10506.93,no,42,0,2023-08-24,-10506.93
1997,Customer_1997,customer1997@mail.com,storing,Rice,2023-10-12,2024-03-02,175,4375,142,46,38103.33,no,38,166250,2024-03-02,128146.67
1919,Customer_1919,customer1919@mail.com,sold,Rice,2023-04-05,2023-09-13,164,8200,161,50,44006.67,yes,41,0,2023-09-13,-44006.67
